,Id_recorrido,nombre_estacion_origen,hora_origen
4259,17580415BAEcobici,167 - Hipólito Yrigoyen,8
4260,17620713BAEcobici,352 - San Jose de Flores,16
4261,17655356BAEcobici,350 - Plaza Irlanda,17
4262,17520693BAEcobici,122 - COSTA RICA,5
4263,17514668BAEcobici,082 - HOSPITAL ITALIANO,16
4264,17573504BAEcobici,206 - Galicia,17
4265,17600060BAEcobici,103 - MALBA,17
4266,17453169BAEcobici,098 - BENITO JUAREZ,11
4267,17573620BAEcobici,129 - Velasco,17
4268,17521240BAEcobici,086 - SAAVEDRA,7
4269,17629550BAEcobici,062 - PARQUE ONEGA,13
4270,17625086BAEcobici,017 - Plaza Almagro,15
4271,17588607BAEcobici,279 - PLAZA MONTE CASTRO,19
4272,17612988BAEcobici,167 - Hipólito Yrigoyen,17
4273,17427806BAEcobici,118 - MEXICO,13
4274,17450135BAEcobici,150 - RODRIGO BUENO,6
4275,17686912BAEcobici,093 - CARLOS CALVO,7
4276,17515749BAEcobici,153 - JUAN MANUEL DE BLANES,17
4277,17566789BAEcobici,065 - Julián Álvarez,4
4278,17501245BAEcobici,033 - Facultad de Medicina,15
4279,17568071BAEcobici,183 - VIRREY CEVALLOS,8
4280,17650739BAEcobici,100 - Plaza Gurruchaga,11
4281,17555804BAEcobici,390 - De Los Ombues,23
4282,17687921BAEcobici,128 - PARQUE DEL BAJO,8
4283,17618468BAEcobici,163 - ONCE II,9
4284,17376741BAEcobici,008 - Congreso,3
4285,17670345BAEcobici,029 - Parque Centenario,18
4286,17582446BAEcobici,268 - Plaza Aristóbulo Del Valle,11
4287,17398299BAEcobici,016 - Legislatura,19
4288,17378002BAEcobici,027 - Montevideo,7
4289,17564205BAEcobici,125 - F.J.Santamaria de Oro,16
4290,17509635BAEcobici,265 - Plaza Exodo Jujeño,8
4291,17602160BAEcobici,167 - Hipólito Yrigoyen,19
4292,17663204BAEcobici,104 - Federico Lacroze,8
4293,17599194BAEcobici,156 - Plaza Alemania,16
4294,17669179BAEcobici,103 - MALBA,17
4295,17592271BAEcobici,316 - Buenos Aires,6
4296,17656448BAEcobici,117 - HUMBERTO 1°,18
4297,17444238BAEcobici,018 - Independencia,17
4298,17449165BAEcobici,010 - Madero UCA,1
4299,17506055BAEcobici,029 - Parque Centenario,20
4300,17541709BAEcobici,050 - Hospital Rivadavia,20
4301,17673108BAEcobici,130 - RETIRO II,2
4302,17567638BAEcobici,025 - Plaza Guemes,8
4303,17505625BAEcobici,074 - INSTITUTO LELOIR,20
4304,17517838BAEcobici,168 - Estados Unidos,20
4305,17465865BAEcobici,033 - Facultad de Medicina,11
4306,17606386BAEcobici,280 - JURAMENTO,8
4307,17543482BAEcobici,029 - Parque Centenario,23
4308,17501240BAEcobici,396 - PLAZA ALBERTI,15
4309,17384754BAEcobici,147 - Constitución,17
4310,17585123BAEcobici,131- HOSPITAL DE CLÍNICAS,15
4311,17597295BAEcobici,118 - MEXICO,14
4312,17537776BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,15
4313,17601283BAEcobici,183 - VIRREY CEVALLOS,18
4314,17446924BAEcobici,117 - HUMBERTO 1°,20
4315,17633886BAEcobici,015 - AMENABAR,6
4316,17467990BAEcobici,026 - JUANA MANSO I,15
4317,17417315BAEcobici,066 - Billinghurst,23
4318,17621604BAEcobici,159 - Fitz Roy & Gorriti,18
4319,17580633BAEcobici,262 - Holmberg,8
4320,17564002BAEcobici,156 - Plaza Alemania,15
4321,17483372BAEcobici,187 - Jose Maria Moreno,18
4322,17387318BAEcobici,290 - Club Excursionistas,20
4323,17574795BAEcobici,390 - De Los Ombues,18
4324,17442115BAEcobici,349 - Plaza Saenz Peña,15
4325,17541079BAEcobici,069 - Ecuador,19
4326,17617164BAEcobici,009 - Parque Las Heras,0
4327,17529828BAEcobici,064 - RIOBAMBA,20
4328,17544634BAEcobici,314 - ALLENDE,2
4329,17396582BAEcobici,325 - MEDRANO,17
4330,17457055BAEcobici,267 - Plaza 25 De Agosto,17
4331,17611851BAEcobici,005 - Plaza Italia,16
4332,17566208BAEcobici,009 - Parque Las Heras,23
4333,17678634BAEcobici,130 - RETIRO II,14
4334,17478075BAEcobici,197 - PLAZA CIUDAD DE UDINE,10
4335,17543630BAEcobici,005 - Plaza Italia,23
4336,17606481BAEcobici,128 - PARQUE DEL BAJO,8
4337,17380846BAEcobici,002 - Retiro I,12
4338,17671183BAEcobici,275 - PLAZA 24 DE SEPTIEMBRE,19
4339,17561911BAEcobici,281 - Villa Urquiza,2
4340,17394565BAEcobici,093 - CARLOS CALVO,14
4341,17610020BAEcobici,086 - SAAVEDRA,13
4342,17450224BAEcobici,125 - F.J.Santamaria de Oro,7
4343,17680737BAEcobici,106 - MOSCONI Y CONSTITUYENTES,17
4344,17518382BAEcobici,359 - PLAZA BALCARCE,20
4345,17535331BAEcobici,256 - PLAZA NORUEGA,11
4346,17602347BAEcobici,273 - Plazoleta Colombia,19
4347,17647917BAEcobici,278 - Donato Alvarez,7
4348,17678083BAEcobici,080 - VALLE,13
4349,17689150BAEcobici,231 - Margariños Cervantes,11
4350,17433869BAEcobici,111 - MACACHA GUEMES,20
4351,17511996BAEcobici,084 - TEATRO PICADERO,11
4352,17603874BAEcobici,113 - Guatemala,22
4353,17460706BAEcobici,396 - PLAZA ALBERTI,22
4354,17405881BAEcobici,054 - Acuña de Figueroa,12
4355,17389405BAEcobici,255 - BARRANCAS DE BELGRANO,1
4356,17693568BAEcobici,290 - Club Excursionistas,17
4357,17393994BAEcobici,207 - PLAZA ARENALES,13
4358,17658747BAEcobici,116 - HOSPITAL ALEMÁN,20
4359,17528251BAEcobici,054 - Acuña de Figueroa,18
4360,17529697BAEcobici,200 - AUSTRIA Y FRENCH,20
4361,17493946BAEcobici,012 - Plaza Vicente Lopez,18
4362,17620230BAEcobici,261 - QUINTEROS LIDORO,15
4363,17652979BAEcobici,159 - Fitz Roy & Gorriti,15
4364,17399937BAEcobici,069 - Ecuador,21
4365,17440047BAEcobici,197 - PLAZA CIUDAD DE UDINE,11
4366,17511378BAEcobici,274 - Gavilán,10
4367,17493084BAEcobici,253 - Plaza Colegiales,14
4368,17424563BAEcobici,128 - PARQUE DEL BAJO,7
4369,17417573BAEcobici,028 - Plaza de la Bandera,0
4370,17466265BAEcobici,085 - AGUERO,12
4371,17602258BAEcobici,127 - PLAZA LEONARDO N. ALEM,19
4372,17685794BAEcobici,167 - Hipólito Yrigoyen,1
4373,17639916BAEcobici,054 - Acuña de Figueroa,15
4374,17413717BAEcobici,079 - AZUCENA VILLAFLOR,6
4375,17539622BAEcobici,044 - Ecoparque,18
4376,17697448BAEcobici,104 - Federico Lacroze,22
4377,17581357BAEcobici,161 - Humahuaca,9
4378,17407349BAEcobici,058 - Ministro Carranza,15
4379,17426056BAEcobici,231 - Margariños Cervantes,9
4380,17600474BAEcobici,384 - PLAZA BENITO NAZAR,17
4381,17466332BAEcobici,125 - F.J.Santamaria de Oro,12
4382,17694035BAEcobici,328 - SARMIENTO II,17
4383,17514522BAEcobici,173 - EL LIBERTADOR,16
4384,17442837BAEcobici,057 - BELGRANO,16
4385,17687333BAEcobici,183 - VIRREY CEVALLOS,8
4386,17675212BAEcobici,352 - San Jose de Flores,9
4387,17563039BAEcobici,200 - AUSTRIA Y FRENCH,10
4388,17576278BAEcobici,010 - Madero UCA,19
4389,17557963BAEcobici,125 - F.J.Santamaria de Oro,11
4390,17453267BAEcobici,163 - ONCE II,12
4391,17687689BAEcobici,144 - PUEYRREDÓN,8
4392,17641110BAEcobici,032 - Catedral,17
4393,17653991BAEcobici,063 - Reconquista,16
4394,17430374BAEcobici,394 - Av. La Plata,17
4395,17655096BAEcobici,131- HOSPITAL DE CLÍNICAS,17
4396,17425271BAEcobici,273 - Plazoleta Colombia,8
4397,17650531BAEcobici,208 - NICASIO OROÑO,11
4398,17478818BAEcobici,223 - GAINZA,11
4399,17550654BAEcobici,049 - 33 Orientales,15
4400,17645571BAEcobici,128 - PARQUE DEL BAJO,21
4401,17690856BAEcobici,124 - UGARTECHE,13
4402,17591984BAEcobici,007 - OBELISCO,2
4403,17639998BAEcobici,353 - PLAZA VÉLEZ SARSFIELD,16
4404,17576467BAEcobici,094 - GÚZMAN,20
4405,17612770BAEcobici,182 - RAVIGNANI Y GUATEMALA,17
4406,17647635BAEcobici,130 - RETIRO II,6
4407,17651333BAEcobici,159 - Fitz Roy & Gorriti,12
4408,17526964BAEcobici,004 - Plaza Roma,17
4409,17683733BAEcobici,243 - PLAZOLETA CELEDONIO FLORES,20
4410,17396663BAEcobici,024 - ALSINA,17
4411,17609548BAEcobici,010 - Madero UCA,12
4412,17685820BAEcobici,194 - PERÓN Y ACUÑA DE FIGUEROA,1
4413,17662444BAEcobici,265 - Plaza Exodo Jujeño,8
4414,17577799BAEcobici,333 - PARQUE DE LA ESTACIÓN,22
4415,17585689BAEcobici,270 - PLAZA DEL ANGEL GRIS,16
4416,17479701BAEcobici,160 - Godoy Cruz y Libertador,13
4417,17629256BAEcobici,060 - 25 De Mayo,12
4418,17666639BAEcobici,374 - Puan,14
4419,17579665BAEcobici,350 - Plaza Irlanda,7
4420,17504235BAEcobici,254 - Plaza Rafael Hernandez,18
4421,17658114BAEcobici,161 - Humahuaca,19
4422,17687712BAEcobici,275 - PLAZA 24 DE SEPTIEMBRE,8
4423,17398044BAEcobici,374 - Puan,18
4424,17432355BAEcobici,272 - Plaza Bruno Giordano,19
4425,17381440BAEcobici,243 - PLAZOLETA CELEDONIO FLORES,13
4426,17559800BAEcobici,071 - CERRITO,17
4427,17485161BAEcobici,151 - AIME PAINÉ,21
4428,17421419BAEcobici,156 - Plaza Alemania,18
4429,17644249BAEcobici,200 - AUSTRIA Y FRENCH,19
4430,17433303BAEcobici,066 - Billinghurst,19
4431,17457816BAEcobici,159 - Fitz Roy & Gorriti,18
4432,17631712BAEcobici,144 - PUEYRREDÓN,19
4433,17691492BAEcobici,114 - DELLA PAOLERA,14
4434,17463078BAEcobici,225 - HOSPITAL TORNU,7
4435,17686958BAEcobici,031 - Padilla,7
4436,17655820BAEcobici,178 - José Marmol,17
4437,17636246BAEcobici,364 - CERRETTI Y MANUELA PEDRAZA,10
4438,17622083BAEcobici,014 - Pacifico,20
4439,17442388BAEcobici,079 - AZUCENA VILLAFLOR,15
4440,17519125BAEcobici,001 - FACULTAD DE DERECHO,22
4441,17570226BAEcobici,144 - PUEYRREDÓN,12
4442,17432478BAEcobici,197 - PLAZA CIUDAD DE UDINE,19
4443,17492777BAEcobici,066 - Billinghurst,12
4444,17436990BAEcobici,302 - ESTACION VILLA LURO,7
4445,17380124BAEcobici,009 - Parque Las Heras,10
4446,17406696BAEcobici,026 - JUANA MANSO I,14
4447,17556834BAEcobici,122 - COSTA RICA,5
4448,17694094BAEcobici,091 - Pasco,17
4449,17682475BAEcobici,099 - Malabia,18
4450,17567058BAEcobici,239 - AVENIDA CRAMER,6
4451,17554119BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,19
4452,17438853BAEcobici,014 - Pacifico,9
4453,17476276BAEcobici,083 - Paraná,7
4454,17403492BAEcobici,322 - MARTÍ Y DIRECTORIO,8
4455,17612283BAEcobici,172 - BRASIL,16
4456,17583173BAEcobici,168 - Estados Unidos,12
4457,17563495BAEcobici,122 - COSTA RICA,13
4458,17506213BAEcobici,244 - UADE,21
4459,17668710BAEcobici,130 - RETIRO II,16
4460,17485429BAEcobici,272 - Plaza Bruno Giordano,21
4461,17608041BAEcobici,183 - VIRREY CEVALLOS,10
4462,17638451BAEcobici,289 - MONTAÑESES,13
4463,17528177BAEcobici,280 - JURAMENTO,18
4464,17584938BAEcobici,094 - GÚZMAN,15
4465,17633737BAEcobici,147 - Constitución,5
4466,17549108BAEcobici,014 - Pacifico,12
4467,17686682BAEcobici,172 - BRASIL,7
4468,17682065BAEcobici,147 - Constitución,18
4469,17515989BAEcobici,054 - Acuña de Figueroa,18
4470,17465815BAEcobici,322 - MARTÍ Y DIRECTORIO,11
4471,17635098BAEcobici,014 - Pacifico,8
4472,17488809BAEcobici,052 - CAMPANA II,14
4473,17476064BAEcobici,150 - RODRIGO BUENO,6
4474,17603471BAEcobici,065 - Julián Álvarez,21
4475,17632930BAEcobici,183 - VIRREY CEVALLOS,0
4476,17682281BAEcobici,229 - RIGLOS,18
4477,17689911BAEcobici,126 - Ministerio de Justicia y Seguridad,12
4478,17596836BAEcobici,130 - RETIRO II,13
4479,17515385BAEcobici,089 - Cabello,17
4480,17377967BAEcobici,063 - Reconquista,7
4481,17671816BAEcobici,295 - SUPERÍ,21
4482,17410554BAEcobici,311 - SEC. DE INNOVACION Y TRANSFORMACIÓN,19
4483,17551285BAEcobici,083 - Paraná,16
4484,17541937BAEcobici,167 - Hipólito Yrigoyen,20
4485,17586394BAEcobici,340 - PLAZA NUEVA POMPEYA,17
4486,17418340BAEcobici,159 - Fitz Roy & Gorriti,6
4487,17427497BAEcobici,005 - Plaza Italia,12
4488,17502155BAEcobici,153 - JUAN MANUEL DE BLANES,16
4489,17647670BAEcobici,187 - Jose Maria Moreno,7
4490,17616641BAEcobici,008 - Congreso,22
4491,17693064BAEcobici,100 - Plaza Gurruchaga,16
4492,17620075BAEcobici,100 - Plaza Gurruchaga,14
4493,17424676BAEcobici,387 - Luna,7
4494,17612495BAEcobici,259 - PLAZA CASTELLI,16
4495,17547666BAEcobici,354 - José Martí,10
4496,17635821BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,9
4497,17539564BAEcobici,191 - Rivadavia y 9 de Julio,17
4498,17447150BAEcobici,219 - Parque Chacabuco II,20
4499,17405727BAEcobici,159 - Fitz Roy & Gorriti,12
4500,17410343BAEcobici,269 - Plaza De La Misericordia,19
4501,17404765BAEcobici,270 - PLAZA DEL ANGEL GRIS,10
4502,17576982BAEcobici,168 - Estados Unidos,20
4503,17635251BAEcobici,130 - RETIRO II,8
4504,17550325BAEcobici,045 - Uruguay,14
4505,17679078BAEcobici,012 - Plaza Vicente Lopez,15
4506,17684670BAEcobici,266 - PLAZA SABATTINI,21
4507,17448077BAEcobici,270 - PLAZA DEL ANGEL GRIS,22
4508,17666775BAEcobici,029 - Parque Centenario,14
4509,17521626BAEcobici,215 - HOSPITAL ALVAREZ,7
4510,17616093BAEcobici,346 - Plaza Zapiola,21
4511,17605341BAEcobici,131- HOSPITAL DE CLÍNICAS,5
4512,17615656BAEcobici,192 - HOSPITAL SIRIO,20
4513,17696677BAEcobici,156 - Plaza Alemania,20
4514,17535481BAEcobici,266 - PLAZA SABATTINI,12
4515,17398603BAEcobici,025 - Plaza Guemes,19
4516,17555535BAEcobici,094 - GÚZMAN,22
4517,17438766BAEcobici,391 - Plaza República de Ecuador,9
4518,17469428BAEcobici,075 - Plaza Primero de Mayo,17
4519,17641533BAEcobici,043 - PLAZA ALBERDI,17
4520,17681625BAEcobici,234 - AVENIDA TRIUNVIRATO,18
4521,17509025BAEcobici,325 - MEDRANO,7
4522,17456763BAEcobici,375 - Ciudad Universitaria I,17
4523,17579610BAEcobici,147 - Constitución,7
4524,17423846BAEcobici,171 - Pasteur,6
4525,17518669BAEcobici,191 - Rivadavia y 9 de Julio,21
4526,17392304BAEcobici,161 - Humahuaca,9
4527,17423337BAEcobici,066 - Billinghurst,3
4528,17537102BAEcobici,066 - Billinghurst,14
4529,17605550BAEcobici,383 - BOEDO Y VENEZUELA,6
4530,17393983BAEcobici,071 - CERRITO,13
4531,17376443BAEcobici,258 - Plaza J.J. Paso,1
4532,17625537BAEcobici,334 - CENTRO DE EXPOSICIONES,16
4533,17415322BAEcobici,349 - Plaza Saenz Peña,15
4534,17681452BAEcobici,178 - José Marmol,17
4535,17398137BAEcobici,150 - RODRIGO BUENO,18
4536,17591761BAEcobici,059 - Coronel Diaz,1
4537,17590307BAEcobici,001 - FACULTAD DE DERECHO,21
4538,17551780BAEcobici,261 - QUINTEROS LIDORO,17
4539,17540398BAEcobici,103 - MALBA,18
4540,17478901BAEcobici,118 - MEXICO,11
4541,17533159BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,8
4542,17650295BAEcobici,084 - TEATRO PICADERO,10
4543,17426092BAEcobici,178 - José Marmol,9
4544,17553287BAEcobici,076 - Ayacucho,18
4545,17531228BAEcobici,187 - Jose Maria Moreno,23
4546,17476190BAEcobici,272 - Plaza Bruno Giordano,7
4547,17602559BAEcobici,092 - Salcedo,19
4548,17425725BAEcobici,331 - CALIFORNIA,9
4549,17677571BAEcobici,100 - Plaza Gurruchaga,13
4550,17689628BAEcobici,169 - FACULTAD DE PSICOLOGIA,12
4551,17431818BAEcobici,160 - Godoy Cruz y Libertador,18
4552,17525960BAEcobici,396 - PLAZA ALBERTI,15
4553,17400549BAEcobici,156 - Plaza Alemania,23
4554,17457325BAEcobici,391 - Plaza República de Ecuador,18
4555,17542346BAEcobici,200 - AUSTRIA Y FRENCH,21
4556,17633824BAEcobici,187 - Jose Maria Moreno,6
4557,17675542BAEcobici,348 - Villa del Parque,9
4558,17443753BAEcobici,045 - Uruguay,17
4559,17587156BAEcobici,018 - Independencia,17
4560,17569590BAEcobici,391 - Plaza República de Ecuador,11
4561,17440224BAEcobici,374 - Puan,12
4562,17483125BAEcobici,029 - Parque Centenario,18
4563,17428134BAEcobici,049 - 33 Orientales,13
4564,17677568BAEcobici,113 - Guatemala,13
4565,17558717BAEcobici,251 - Solar de la Abadía,14
4566,17443693BAEcobici,005 - Plaza Italia,17
4567,17447634BAEcobici,292 - PLAZA BOLIVIA,21
4568,17532172BAEcobici,120 - HOSPITAL RAMOS MEJIA,5
4569,17556180BAEcobici,159 - Fitz Roy & Gorriti,0
4570,17697713BAEcobici,261 - QUINTEROS LIDORO,23
4571,17636030BAEcobici,076 - Ayacucho,9
4572,17666748BAEcobici,144 - PUEYRREDÓN,14
4573,17467189BAEcobici,168 - Estados Unidos,13
4574,17549537BAEcobici,059 - Coronel Diaz,13
4575,17616507BAEcobici,147 - Constitución,22
4576,17648802BAEcobici,352 - San Jose de Flores,8
4577,17431163BAEcobici,322 - MARTÍ Y DIRECTORIO,17
4578,17633486BAEcobici,224 - BAIGORRIA,3
4579,17508325BAEcobici,260 - SAN MIGUEL DE GARICOITS,4
4580,17689672BAEcobici,116 - HOSPITAL ALEMÁN,12
4581,17445998BAEcobici,101 - Fitz Roy,19
4582,17509133BAEcobici,159 - Fitz Roy & Gorriti,7
4583,17671851BAEcobici,059 - Coronel Diaz,21
4584,17640537BAEcobici,014 - Pacifico,16
4585,17572500BAEcobici,237 - Madero Office,16
4586,17659603BAEcobici,164 - FACULTAD DE INGENIERIA,22
4587,17424083BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,6
4588,17556624BAEcobici,008 - Congreso,2
4589,17415215BAEcobici,117 - HUMBERTO 1°,14
4590,17684324BAEcobici,233 - MONROE,21
4591,17597191BAEcobici,268 - Plaza Aristóbulo Del Valle,14
4592,17596805BAEcobici,396 - PLAZA ALBERTI,13
4593,17571348BAEcobici,039 - Plaza Don Bosco,14
4594,17615011BAEcobici,113 - Guatemala,19
4595,17573985BAEcobici,054 - Acuña de Figueroa,17
4596,17661662BAEcobici,240 - ECHEVERRIA,7
4597,17612265BAEcobici,159 - Fitz Roy & Gorriti,16
4598,17446186BAEcobici,391 - Plaza República de Ecuador,19
4599,17398509BAEcobici,056 - Plaza Palermo Viejo,19
4600,17414218BAEcobici,012 - Plaza Vicente Lopez,10
4601,17449870BAEcobici,191 - Rivadavia y 9 de Julio,6
4602,17520056BAEcobici,391 - Plaza República de Ecuador,0
4603,17598088BAEcobici,135 - MARCELO T. DE ALVEAR,15
4604,17609546BAEcobici,060 - 25 De Mayo,12
4605,17429593BAEcobici,008 - Congreso,16
4606,17597791BAEcobici,079 - AZUCENA VILLAFLOR,15
4607,17392486BAEcobici,151 - AIME PAINÉ,10
4608,17656768BAEcobici,137 - AZOPARDO Y CHILE,18
4609,17544437BAEcobici,172 - BRASIL,1
4610,17596679BAEcobici,052 - CAMPANA II,13
4611,17418297BAEcobici,391 - Plaza República de Ecuador,6
4612,17417669BAEcobici,285 - ESPINOSA,0
4613,17507124BAEcobici,183 - VIRREY CEVALLOS,22
4614,17418871BAEcobici,379 - PARQUE SARMIENTO II,10
4615,17639770BAEcobici,037- Claudia Pía Braudracco,15
4616,17401444BAEcobici,012 - Plaza Vicente Lopez,1
4617,17610796BAEcobici,022 - Arenales,14
4618,17397815BAEcobici,394 - Av. La Plata,18
4619,17673920BAEcobici,243 - PLAZOLETA CELEDONIO FLORES,7
4620,17593336BAEcobici,049 - 33 Orientales,8
4621,17450072BAEcobici,292 - PLAZA BOLIVIA,6
4622,17571156BAEcobici,152 - JULIETA LANTERI,14
4623,17536586BAEcobici,254 - Plaza Rafael Hernandez,13
4624,17517676BAEcobici,113 - Guatemala,19
4625,17512280BAEcobici,132 - CORRIENTES,12
4626,17438163BAEcobici,112 - 9 de Julio,8
4627,17419464BAEcobici,159 - Fitz Roy & Gorriti,12
4628,17681342BAEcobici,017 - Plaza Almagro,17
4629,17599461BAEcobici,003 - ADUANA,16
4630,17619134BAEcobici,033 - Facultad de Medicina,12
4631,17401933BAEcobici,003 - ADUANA,5
4632,17567391BAEcobici,091 - Pasco,7
4633,17649332BAEcobici,054 - Acuña de Figueroa,9
4634,17407693BAEcobici,188 - Aranguren,16
4635,17381829BAEcobici,112 - 9 de Julio,13
4636,17459662BAEcobici,191 - Rivadavia y 9 de Julio,20
4637,17424332BAEcobici,109 - ESTACION PUEYRREDON,7
4638,17424342BAEcobici,026 - JUANA MANSO I,7
4639,17401495BAEcobici,200 - AUSTRIA Y FRENCH,1
4640,17408044BAEcobici,079 - AZUCENA VILLAFLOR,16
4641,17614474BAEcobici,280 - JURAMENTO,18
4642,17489745BAEcobici,261 - QUINTEROS LIDORO,18
4643,17662378BAEcobici,297 - TRONADOR Y GARCÍA DEL RÍO,8
4644,17605096BAEcobici,005 - Plaza Italia,3
4645,17518688BAEcobici,121 - YATAY,21
4646,17621772BAEcobici,181 - BILLINGHURST Y MANSILLA,19
4647,17642039BAEcobici,113 - Guatemala,17
4648,17543212BAEcobici,128 - PARQUE DEL BAJO,22
4649,17381332BAEcobici,287 - Belaustegui,13
4650,17393065BAEcobici,023 - Suipacha,11
4651,17695895BAEcobici,002 - Retiro I,19
4652,17446859BAEcobici,313 - De Los Incas,20
4653,17541123BAEcobici,131- HOSPITAL DE CLÍNICAS,19
4654,17621693BAEcobici,197 - PLAZA CIUDAD DE UDINE,18
4655,17666301BAEcobici,131- HOSPITAL DE CLÍNICAS,13
4656,17515414BAEcobici,387 - Luna,17
4657,17611119BAEcobici,325 - MEDRANO,15
4658,17643297BAEcobici,399 - GARCIA DEL RIO,18
4659,17585429BAEcobici,375 - Ciudad Universitaria I,16
4660,17528316BAEcobici,001 - FACULTAD DE DERECHO,18
4661,17415081BAEcobici,336 - La Pampa,13
4662,17674781BAEcobici,051 - TUCUMAN,8
4663,17524760BAEcobici,110 - PLAZA CD DE BANFF,13
4664,17612029BAEcobici,111 - MACACHA GUEMES,16
4665,17452428BAEcobici,007 - OBELISCO,10
4666,17603347BAEcobici,066 - Billinghurst,21
4667,17638281BAEcobici,254 - Plaza Rafael Hernandez,13
4668,17624763BAEcobici,032 - Catedral,14
4669,17588389BAEcobici,247 - PLAZA LUCIO DEMARE,18
4670,17497835BAEcobici,158 - VILLARROEL,8
4671,17511839BAEcobici,240 - ECHEVERRIA,11
4672,17622519BAEcobici,021 - Parque Patricios,21
4673,17651749BAEcobici,030 - Peña,13
4674,17526238BAEcobici,347 - CARABOBO,16
4675,17536856BAEcobici,030 - Peña,14
4676,17593026BAEcobici,147 - Constitución,7
4677,17476070BAEcobici,073 - Ruy Díaz de Guzmán,6
4678,17437648BAEcobici,128 - PARQUE DEL BAJO,8
4679,17683433BAEcobici,215 - HOSPITAL ALVAREZ,19
4680,17382368BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,14
4681,17503792BAEcobici,160 - Godoy Cruz y Libertador,18
4682,17464156BAEcobici,260 - SAN MIGUEL DE GARICOITS,8
4683,17499424BAEcobici,316 - Buenos Aires,11
4684,17485118BAEcobici,166 - Cementerio de Recoleta,21
4685,17550030BAEcobici,089 - Cabello,14
4686,17654409BAEcobici,266 - PLAZA SABATTINI,16
4687,17546312BAEcobici,242 - Plazoleta Rafael del Riego,8
4688,17448952BAEcobici,125 - F.J.Santamaria de Oro,0
4689,17629088BAEcobici,298 - PLAZA DR. JUAN B. TERAN,11
4690,17672981BAEcobici,345 - Plaza Mafalda,1
4691,17612101BAEcobici,131- HOSPITAL DE CLÍNICAS,16
4692,17457749BAEcobici,061 - Ministerio de Economia,18
4693,17380769BAEcobici,151 - AIME PAINÉ,12
4694,17481270BAEcobici,063 - Reconquista,16
4695,17531744BAEcobici,079 - AZUCENA VILLAFLOR,1
4696,17454432BAEcobici,083 - Paraná,14
4697,17439531BAEcobici,253 - Plaza Colegiales,10
4698,17565413BAEcobici,292 - PLAZA BOLIVIA,19
4699,17415280BAEcobici,022 - Arenales,14
4700,17422400BAEcobici,190 - JUNCAL,21
4701,17513423BAEcobici,160 - Godoy Cruz y Libertador,14
4702,17689222BAEcobici,010 - Madero UCA,11
4703,17690508BAEcobici,255 - BARRANCAS DE BELGRANO,13
4704,17552040BAEcobici,135 - MARCELO T. DE ALVEAR,17
4705,17502069BAEcobici,206 - Galicia,16
4706,17632590BAEcobici,029 - Parque Centenario,22
4707,17560487BAEcobici,086 - SAAVEDRA,19
4708,17586973BAEcobici,345 - Plaza Mafalda,17
4709,17502208BAEcobici,128 - PARQUE DEL BAJO,16
4710,17497472BAEcobici,251 - Solar de la Abadía,8
4711,17654225BAEcobici,322 - MARTÍ Y DIRECTORIO,16
4712,17519146BAEcobici,201 - PLAZA EJERCITO DE LOS ANDES,22
4713,17677643BAEcobici,150 - RODRIGO BUENO,13
4714,17458374BAEcobici,159 - Fitz Roy & Gorriti,18
4715,17681460BAEcobici,147 - Constitución,17
4716,17588295BAEcobici,276 - PRIMERA JUNTA,18
4717,17648563BAEcobici,095 - ESMERALDA,8
4718,17604285BAEcobici,124 - UGARTECHE,23
4719,17503311BAEcobici,247 - PLAZA LUCIO DEMARE,17
4720,17458361BAEcobici,167 - Hipólito Yrigoyen,18
4721,17481808BAEcobici,259 - PLAZA CASTELLI,16
4722,17689020BAEcobici,129 - Velasco,10
4723,17586662BAEcobici,204 - Biarritz,17
4724,17614137BAEcobici,364 - CERRETTI Y MANUELA PEDRAZA,18
4725,17670452BAEcobici,387 - Luna,18
4726,17613758BAEcobici,117 - HUMBERTO 1°,18
4727,17609045BAEcobici,008 - Congreso,12
4728,17689068BAEcobici,093 - CARLOS CALVO,11
4729,17574844BAEcobici,388 - Plaza Jose C Paz,18
4730,17617177BAEcobici,023 - Suipacha,0
4731,17627775BAEcobici,065 - Julián Álvarez,0
4732,17486382BAEcobici,247 - PLAZA LUCIO DEMARE,0
4733,17448307BAEcobici,160 - Godoy Cruz y Libertador,22
4734,17629913BAEcobici,164 - FACULTAD DE INGENIERIA,14
4735,17684214BAEcobici,147 - Constitución,21
4736,17583772BAEcobici,201 - PLAZA EJERCITO DE LOS ANDES,13
4737,17576940BAEcobici,353 - PLAZA VÉLEZ SARSFIELD,20
4738,17430914BAEcobici,307 - CERRETTI,17
4739,17656510BAEcobici,175 - PLAZA MACKENNA,18
4740,17610420BAEcobici,033 - Facultad de Medicina,14
4741,17549740BAEcobici,101 - Fitz Roy,13
4742,17582249BAEcobici,304 - Navarro,11
4743,17607110BAEcobici,004 - Plaza Roma,8
4744,17493723BAEcobici,152 - JULIETA LANTERI,17
4745,17539759BAEcobici,151 - AIME PAINÉ,18
